BRZ_2446;Минас-Жерайс;Minas Gerais;Minas Gerais;;Minas Gerais;;;;;;;;;x;
CLM_2259;Каука;Cauca;Cauca;;Cauca;;;;;;;;;x;
ANN_1371;Тонкин;Tonkin;Tonkin;;Tonkin;;;;;;;;;x;
ANN_1374;Аннам;Annam;Annam;;Annam;;;;;;;;;x;
ANN_1383;Кохинхина;Cochin China;Cochinchina;;Cochin China;;;;;;;;;x;
LUA_1356;Лаос;Laos;Laos;;Laos;;;;;;;;;x;
SIA_1392;Бангкок;Bangkok;Bangkok;;Bangkok;;;;;;;;;x;
SIA_1355;Чиангмай;Chiang Mai;Chiang Mai;;Chiang Mai;;;;;;;;;x;
SIA_1358;Накхонратчасима;Nakhon Ratchasima;Nakhon Ratchasima;;Nakhon Ratchasima;;;;;;;;;x;
ENG_1384;Малайя;Malaya;Malaya;;Malaya;;;;;;;;;x;
ENG_1343;Тенассерим;Tenasserim;Tenasserim;;Tenasserim;;;;;;;;;x;
BUR_1339;Качин;Kachin;Kachin;;Kachin;;;;;;;;;x;
BUR_1334;Шан;Shan States;Shan-Staaten;;Shan States;;;;;;;;;x;
BUR_1330;Пегу;Pegu;Pegu;;Pegu;;;;;;;;;x;
NEP_1327;Гималайи;Himalayas;Himalaya;;Himalayas;;;;;;;;;x;
TIB_1591;Тибет;Tibet;Tibet;;Tibet;;;;;;;;;x;
ENG_1247;Бихар;Bihar;Bihar;;Bihar;;;;;;;;;x;
ENG_1261;Орисса;Orissa;Orissa;;Orissa;;;;;;;;;x;
ENG_1236;Объединенные провинции;United Provinces;Vereinte Provinzen;;United Provinces;;;;;;;;;x;
PAN_1227;Пенджаб;Punjab;Punjab;;Punjab;;;;;;;;;x;
PAN_1224;Кашмир;Kashmir;Kaschmir;;Kashmir;;;;;;;;;x;
KAL_1221;Белуджистан;Baluchistan;Belutschistan;;Baluchistan;;;;;;;;;x;
SIN_1288;Синд;Sind;Sind;;Sind;;;;;;;;;x;
ENG_1291;Гуджарат;Gujarat;Gujarat;;Gujarat;;;;;;;;;x;
ENG_1264;Раджпутана;Rajputana;Rajputana;;Rajputana;;;;;;;;;x;
ENG_1275;Центральная Индия;Central India;Zentral-Indien;;Central India;;;;;;;;;x;
NAG_1277;Нагпур;Nagpur;Nagpur;;Nagpur;;;;;;;;;x;
ENG_1305;Киркарс;Circars;Circars;;Circars;;;;;;;;;x;
HYD_1283;Хайдарабад;Hyderabad;Hyderabad;;Hyderabad;;;;;;;;;x;
ENG_1297;Бомбей;Bombay;Bombay;;Bombay;;;;;;;;;x;
ENG_1304;Мадрас;Madras;Madras;;Madras;;;;;;;;;x;
MYS_1314;Майсур;Mysore;Mysore;;Mysore;;;;;;;;;x;
ENG_1317;Траванкор;Travancore;Travancore;;Travancore;;;;;;;;;x;
ATJ_1405;Ачех;Aceh;Aceh;;Aceh;;;;;;;;;x;
NET_1398;Суматра;Sumatra;Sumatra;;Sumatra;;;;;;;;;x;
NET_1423;Борнео;Borneo;Borneo;;Borneo;;;;;;;;;x;
NET_1449;Молуккские острова;Moluccas;Molukken;;Moluccas;;;;;;;;;x;
NET_1451;Западная Новая Гвинея;Western New Guinea;West-Neuguinea;;Western New Guinea;;;;;;;;;x;
BAL_1438;Зондские острова;Sunda Islands;Sundainseln;;Sunda Islands;;;;;;;;;x;
BRU_1394;Северное Борнео;North Borneo;Nord-Borneo;;North Borneo;;;;;;;;;x;
PER_1141;Ларистан-Систан;Laristan-Sistan;Laristan-Sistan;;Laristan-Sistan;;;;;;;;;x;
PER_1148;Хорасан;Khorasan;Khorasan;;Khorasan;;;;;;;;;x;
PER_1138;Хузестан;Khuzestan;Chuzestan;;Khuzestan;;;;;;;;;x;
PER_1135;Фарс-Керман;Fars-Kerman;Fars-Kerman;;Fars-Kerman;;;;;;;;;x;
PER_1127;Исфахан;Isfahan;Isfahan;;Isfahan;;;;;;;;;x;
PER_1116;Гилян-Мазендеран;Gilan-Mazandaran;Gilan-Mazandaran;;Gilan-Mazandaran;;;;;;;;;x;
PER_1121;Иракаджеми;Irakajemi;Irakajemi;;Irakajemi;;;;;;;;;x;
PER_1112;Тебриз;Tabriz;Tдbris;;Tabriz;;;;;;;;;x;
PER_1122;Луристан;Luristan;Luristan;;Luristan;;;;;;;;;x;
AFG_1214;Западный Афганистан;Western Afghanistan;West-Afghanistan;;Western Afghanistan;;;;;;;;;x;
AFG_1217;Восточный Афганистан;Eastern Afghanistan;Ost-Afghanistan;;Eastern Afghanistan;;;;;;;;;x;
RUS_1196;Туркмения;Turkmenia;Turkmenistan;;Turkmenia;;;;;;;;;x;
KHI_1191;Узбекия;Uzbekia;Uzbekia;;Uzbekia;;;;;;;;;x;
BUK_1207;Таджикистан;Tajikistan;Tadschikistan;;Tajikistan;;;;;;;;;x;
KOK_1190;Киргизия;Kirghizia;Kirghizia;;Kirghizia;;;;;;;;;x;
RUS_1182;Уральск;Uralsk;Oral;;Uralsk;;;;;;;;;x;
RUS_1184;Акмолинск;Akmolinsk;Akmolinsk;;Akmolinsk;;;;;;;;;x;
RUS_1185;Семиречье;Semireche;Siebenstromland;;Semireche;;;;;;;;;x;
CHI_1532;Внутренняя Монголия;Inner Mongolia;Innere Mongolei;;Inner Mongolia;;;;;;;;;x;
CHI_1578;Сычуань;Sichuan;Sichuan;;Sichuan;;;;;;;;;x;
CHI_1581;Чунцин;Chongqing;Chongqing;;Chongqing;;;;;;;;;x;
CHI_1494;Чаочжоу;Shaozhou;Shaozhou;;Shaozhou;;;;;;;;;x;
CHI_1550;Цзянси;Jiangxi;Jiangxi;;Jiangxi;;;;;;;;;x;
CHI_1487;Фуцзянь;Fujian;Fujian;;Fujian;;;;;;;;;x;
CHI_1611;Чжэцзян;Zhejiang;Zhejiang;;Zhejiang;;;;;;;;;x;
CHI_1473;Южный Аньхой;Southern Anhui;Sьd-Anhui;;Southern Anhui;;;;;;;;;x;
CHI_1516;Восточный Хубэй;Eastern Hubei;Ost-Hubei;;Eastern Hubei;;;;;;;;;x;
CHI_1523;Западный Хубэй;Western Hubei;West-Hubei;;Western Hubei;;;;;;;;;x;
CHI_1513;Хэнань;Henan;Henan;;Henan;;;;;;;;;x;
CHI_1472;Северный Аньхой;Northern Anhui;Nord-Anhui;;Northern Anhui;;;;;;;;;x;
CHI_1476;Цзянсу;Jiangsu;Jiangsu;;Jiangsu;;;;;;;;;x;
CHI_1539;Сучжоу;Suzhou;Suzhou;;Suzhou;;;;;;;;;x;
CHI_1563;Шаньдун;Shandong;Shandong;;Shandong;;;;;;;;;x;
CHI_1614;Южный Чжили;Southern Zhili;Sьd-Zhili;;Southern Zhili;;;;;;;;;x;
CHI_1618;Северный Чжили;Northern Zhili;Nord-Zhili;;Northern Zhili;;;;;;;;;x;
CHI_1553;Маньчжурия;Manchuria;Mandschurei;;Manchuria;;;;;;;;;x;
CHI_1082;Внешняя Манчьжурия;Outer Manchuria;ДuЯere Mandschurei;;Outer Manchuria;;;;;;;;;x;
CHI_1086;Сахалин;Sakhalin;Sachalin;;Sakhalin;;;;;;;;;x;
KOR_1624;Сеул;Seoul;Seoul;;Seoul;;;;;;;;;x;
KOR_1635;Пусан;Busan;Busan;;Busan;;;;;;;;;x;
KOR_1627;Саривон;Sariwon;Sariwon;;Sariwon;;;;;;;;;x;
KOR_1619;Пхеньян;Pyongyang;Pjцngjang;;Pyongyang;;;;;;;;;x;
JAP_1660;Кюсю;Kyushu;Kyushu;;Kyushu;;;;;;;;;x;
JAP_1640;Тюгоку-Сикоку;Chugoku-Shikoku;Chugoku-Shikoku;;Chugoku-Shikoku;;;;;;;;;x;
JAP_1655;Кансай;Kansai;Kansai;;Kansai;;;;;;;;;x;
JAP_1675;Тюбу;Chubu;Chubu;;Chubu;;;;;;;;;x;
JAP_1649;Канто;Kanto;Kanto;;Kanto;;;;;;;;;x;
JAP_1654;Острова Бонин;Bonin Islands;Bonininseln;;Bonin Islands;;;;;;;;;x;
JAP_1672;Тохоку;Tohoku;Tohoku;;Tohoku;;;;;;;;;x;
JAP_1088;Хоккайдо;Hokkaido;Hokkaido;;Hokkaido;;;;;;;;;x;
RUS_2685;Урал;Ural;Ural;;Ural;;;;;;;;;x;
RUS_1065;Обь;Ob;Ob;;Ob;;;;;;;;;x;
RUS_1064;Тобольск;Tobolsk;Tobolsk;;Tobolsk;;;;;;;;;x;
RUS_1469;Томск;Tomsk;Tomsk;;Tomsk;;;;;;;;;x;
RUS_2615;Нижний Енисейск;Lower Yeniseysk;Unter-Jenisseisk;;Lower Yeniseysk;;;;;;;;;x;
RUS_1070;Высший Енисейск;Upper Yeniseysk;Ober-Jenisseisk;;Upper Yeniseysk;;;;;;;;;x;
RUS_1075;Иркутск;Irkutsk;Irkutsk;;Irkutsk;;;;;;;;;x;
RUS_1079;Транс-Байкал;Trans-Baikal;Transbaikal;;Trans-Baikal;;;;;;;;;x;
RUS_2694;Средняя Сибирь;Middle Siberia;Mittel-Sibirien;;Middle Siberia;;;;;;;;;x;
RUS_1069;Западный Якутск;West Yakutsk;West Yakutsk;;West Yakutsk;;;;;;;;;x;
RUS_2653;Северная Сибирь;North Siberia;Nord-Sibirien;;North Siberia;;;;;;;;;x;
RUS_1071;Якутск;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;x;
RUS_1072;Охотск;Okhotsk;Okhotsk;;Okhotsk;;;;;;;;;x;
RUS_2668;Северный Якутск;North Yakutsk;Nord-Yakutsk;;North Yakutsk;;;;;;;;;x;
RUS_2618;Верхний Охотск;Upper Okhotsk;Ober-Okhotsk;;Upper Okhotsk;;;;;;;;;x;
RUS_2621;Внутренняя Чукотка;Yakutsk;Yakutsk;;Yakutsk;;;;;;;;;x;
RUS_1074;Камчатка;Kamchatka;Kamtschatka;;Kamchatka;;;;;;;;;x;
RUS_2590;Прибрежная Чукотка;Coastal Chukotka;Kьste von Tschuktschen;;Coastal Chukotka;;;;;;;;;x;
TUR_885;Карс;Kars;Kars;;Kars;;;;;;;;;x;
TUR_884;Трабзон;Trabzon;Trabzon;;Trabzon;;;;;;;;;x;
TUR_889;Диярбакыр-Ван;Diyarbakir-Van;Diyarbakir-Van;;Diyarbakir-Van;;;;;;;;;x;
TUR_876;Анкара;Ankara;Ankara;;Ankara;;;;;;;;;x;
TUR_873;Конья;Konya;Konya;;Konya;;;;;;;;;x;
TUR_881;Кастамону;Kastamonu;Kastamonu;;Kastamonu;;;;;;;;;x;
TUR_869;Айдын;Aydin;Aydin;;Aydin;;;;;;;;;x;
TUR_863;Хюдавендигар;Hudavendigar;Hьdavendigar;;Hudavendigar;;;;;;;;;x;
TUR_923;Мосул;Mosul;Mosul;;Mosul;;;;;;;;;x;
TUR_931;Багдад;Baghdad;Baghdad;;Baghdad;;;;;;;;;x;
TUR_935;Басра;Basra;Basra;;Basra;;;;;;;;;x;
EGY_897;Алеппо;Aleppo;Aleppo;;Aleppo;;;;;;;;;x;
EGY_910;Трансиордания;Transjordan;Transjordanien;;Transjordan;;;;;;;;;x;
EGY_903;Сирия;Syria;Syrien;;Syria;;;;;;;;;x;
NEJ_1156;Хаиль;Hail;Ha'il;;Hail;;;;;;;;;x;
NEJ_1157;Неджд;Nejd;Nadschd;;Nejd;;;;;;;;;x;
EGY_1746;Синай;Sinai;Sinai;;Sinai;;;;;;;;;x;
EGY_1750;Нижний Египет;Basse Йgypte;Unter-Дgypten;;Lower Egypt;;;;;;;;;x;
EGY_1762;Средний Египет;Йgypte Moyenne;Mittel-Дgypten;;Middle Egypt;;;;;;;;;x;
EGY_1771;Верхний Египет;Basse Йgypte;Unter-Дgypten;;Upper Egypt;;;;;;;;;x;
EGY_1753;Матрух;Matruh;Matruh;;Matruh;;;;;;;;;x;
EGY_1758;Египетская пустыня;Egyptian Desert;Дgyptische Wьste;;Egyptian Desert;;;;;;;;;x;
EGY_1834;Донгола;Dongolah;Dunqula;;Dongola;;;;;;;;;x;
EGY_1827;Судан;Soudan;Sudan;;Sudan;;;;;;;;;x;
ENG_1843;Экватория; Region Йquateur;Дquatoria;;Equatoria;;;;;;;;;x;
ENG_1848;Эритрея;L'Йrythrйe;Eritrea;;Eritrea;;;;;;;;;x;
ETH_1854;Гондер-Тыграй;Gonder-Tigray;Gonder-Tigray;;Gonder-Tigray;;;;;;;;;x;
ETH_1864;Амхара;Amhara;Amhara;;Amhara;;;;;;;;;x;
ETH_1867;Оромия;Oromia;Oromia;;Oromia;;;;;;;;;x;
ALD_1708;Константина;Constantine;Constantine;;Constantine;;;;;;;;;x;
FRA_1700;Алжир;Alger;Algier;;Algiers;;;;;;;;;x;
ALD_1704;Тлемсен;Tlemcen;Tlemcen;;Tlemcen;;;;;;;;;x;
MOR_1688;аль Риф;al Rif;Al Rif;;al Rif;;;;;;;;;x;
MOR_1686;Фес;Fez;Fиs;;Fez;;;;;;;;;x;
MOR_1693;Марроко;Maroc;Marokko;;Morocco;;;;;;;;;x;
FRA_1803;Тимбукту;Timbuktu;Timbuktu;;Timbuktu;;;;;;;;;x;
FRA_1798;Восточная Мали;Mali orientale;Ost-Mali;;Eastern Mali;;;;;;;;;x;
FRA_1801;Западная Мали;Mali ouest;West-Mali;;Western Mali;;;;;;;;;x;
FRA_1901;Вольта;Volta;Volta;;Volta;;;;;;;;;x;
FRA_1808;Внешний Хаусаленд;Outer Hausaland;ДuЯeres Hausaland;;Outer Hausaland;;;;;;;;;x;
FRA_1923;Йоруба;Yoruba States;Yoruba-Staaten;;Yoruba States;;;;;;;;;x;
FRA_1927;Хаусаленд;Hausaland;Hausaland;;Hausaland;;;;;;;;;x;
FRA_1939;Восточный Хаусаленд;East Hausaland;Ost-Hausaland;;East Hausaland;;;;;;;;;x;
FRA_1930;Бенин;Benin;Benin;;Benin;;;;;;;;;x;
FRA_1931;Дельта Нигера;Niger Delta;Niger-Delta;;Niger Delta;;;;;;;;;x;
FRA_1937;Нигерия;Nigeria;Nigeria;;Nigeria;;;;;;;;;x;
FRA_1816;Борно;Bornou;Bornu;;Bornu;;;;;;;;;x;
ENG_1825;Чад;Tchad;Tschad;;Chad;;;;;;;;;x;
ENG_1818;Вадаи;Ouaddai;Waddai;;Waddai;;;;;;;;;x;
FRA_1965;Убанги-Шари;Oubangi-Chari;Ubangi-Schari;;Ubangi-Shari;;;;;;;;;x;
ENG_2029;Занзибар;Zanzibar;Sansibar;;Zanzibar;;;;;;;;;x;
ENG_2034;Танганьика;Tanzanie;Tanganjika;;Tanganyika;;;;;;;;;x;
ENG_2039;Линди;Lindi;Lindi;;Lindi;;;;;;;;;x;
ENG_2016;Казембе;Kazembe;Kazembe;;Kazembe;;;;;;;;;x;
POR_2053;Замбезия;Zambezia;Zambezia;;Zambezia;;;;;;;;;x;
POR_2049;Лоренсу-Маркиш;Lourenзo Marques;Lourenзo Marques;;Lourenзo Marques;;;;;;;;;x;
ZUL_2113;Натал-Зулуленд;Natal-Zululand;Natal-Zululand;;Natal-Zululand;;;;;;;;;x;
ENG_2078;Герероленд;Hereroland;Hereroland;;Hereroland;;;;;;;;;x;
ENG_2132;Южноатлантические острова;South Atlantic Islands;Sьdatlantische Inseln;;South Atlantic Islands;;;;;;;;;x;
ENG_2125;Территория Индийского океана;Territoire de l'ocйan Indien;Territorium im Indischen Ozean;;Indian Ocean Territory;;;;;;;;;x;
MAD_2117;Южный Мадагаскар;Sud de Madagascar;Sьd-Madagaskar;;South Madagascar;;;;;;;;;x;
MAD_2121;Северный Мадагаскар;Du Nord de Madagascar;Nord-Madagaskar;;North Madagascar;;;;;;;;;x;
sioux_nation_title;Народ Сиу;Nation Sioux;Sioux-Nation;;Naciуn Sioux;;;;;;;;;x;
sioux_nation_name;Народ Сиу;Nation Sioux;Sioux-Nation;;Naciуn Sioux;;;;;;;;;x;
sioux_nation_desc;Сиу поднялись на защиту своих земель от американских солдат и переселенцев. Они возмущены невыполнением обещаний Вашингтоном и будут яростно сражаться против колонизации запада.;;Die Sioux-Nation erhebt sich und verteidigt das Land ihrer Vorfahren gegen das Vordringen der amerikanischen Siedler und Soldaten. Die gebrochenen Versprechen Washingtons befeuern ihren Zorn und sie werden entschlossen kдmpfen, um die Kolonisation des Westens aufzuhalten.;;;;;;;;;;;x;
sioux_nation_army;Банды Сиу;Groupe de guerriers Sioux;Sioux-Kriegspartei;;Parte de guerra Sioux;;;;;;;;;x;
apache_title;Апачи;Apache;Apache;;Apache;;;;;;;;;x;
apache_name;Апачи;Apache;Apache;;Apache;;;;;;;;;x;
apache_desc;Апачи поднялись на защиту своих земель от американских солдат и переселенцев. Они возмущены невыполнением обещаний Вашингтоном и будут яростно сражаться против колонизации запада.;;Die Apachen erheben sich und verteidigen das Land ihrer Vorfahren gegen das Vordringen der amerikanischen Siedler und Soldaten. Die gebrochenen Versprechen Washingtons befeuern ihren Zorn und sie werden entschlossen kдmpfen, um die Kolonisation des Westens aufzuhalten.;;;;;;;;;;;x;
apache_army;Банды Апачи;Expйdition guerriиre Apache;Apache-Kriegspartei;;Parte de guerra Apache;;;;;;;;;x;
EVTNAME160001;Тайпинское восстание;;Die Taiping-Rebellion;;;;;;;;;;;x;
EVTDESC160001;Крупное восстание произошло в Поднебесной!;;Eine groЯe Rebellion hat alle unter den Weiten des Himmels aufgespalten.;;;;;;;;;;;x;
EVTOPTA160001;Сокрушить их!;;Vernichtet sie!;;;;;;;;;;;x;
EVTOPTB160001;Уничтожить Манчжуров!;;Weg mit den Manchu!;;;;;;;;;;;x;
EVTNAME160502;Антиманчжурские настроения;;Anti-Manchu Bewegung;;;;;;;;;;;x;
EVTDESC160502;Император, наши чиновники докладывают об росте недовольства и даже ненависти к нашей династии. Все усугубляется унизительным присутствием иностранных дьяволов в наших городах и портах. Что же делать?;;Herrscher, die Offiziellen berichten von einer wachsenden Welle des Unfriedens und sogar der Feindschaft gegen unsere Dynastie. Dieses Gefьhl wird noch verstдrkt durch die Anwesenheit der fremden Teufel in unseren Stдdten und Hдfen. Wie sollen wir darauf reagieren?;;;;;;;;;;;x;
EVTOPTA160502;Пошлите солдат разобраться.;;Eine Demonstration unserer Macht sollte helfen.;;;;;;;;;;;x;
EVTOPTB160502;Не тратьте на это время!;;Verschwendet meine Zeit nicht mit diesem Unfug!;;;;;;;;;;;x;
EVTNAME90902;Распад Китая.;;Der Zerfall Chinas;;;;;;;;;;;x;
EVTDESC90902;Китай распался.;;China bricht auseinander.;;;;;;;;;;;x;
EVTOPTA90902;Свобода!;;Freiheit!;;;;;;;;;;;x;
EVTNAME90040;Восстание Сипаев;;Der Sepoyaufstand;;;;;;;;;;;x;
EVTDESC90040;В Индии вспыхнуло восстание!;;Indien erhebt sich in Rebellion!;;;;;;;;;;;x;
EVTOPTA90040;С этим могут возникнуть проблемы.;;Das bedeutet Дrger.;;;;;;;;;;;x;
CRISIS_DESCRIPTION_LIBERATION;Кризис вокруг освобождения державы $COUNTRY$.;;Konflikt um die Befreiung von $COUNTRY$.;;;;;;;;;;;x;
CRISIS_DESCRIPTION_RECLAIM;Кризис по поводу возвращения державе $COUNTRY$ их исконных территорий.;;Konflikt um die Rьckgewinnung rechtmдЯiger Gebiete von $COUNTRY$.;;;;;;;;;;;x;
CRISIS_ALREADY_TAKEN_SIDE;Уже выбрали сторону.;;Bereits eine Seite gewдhlt;;;;;;;;;;;x;
CRISIS_WAITING_ON_BACKER;В ожидании.;;Wartet auf die Unterstьtzung der GroЯmacht;;;;;;;;;;;x;
MUST_BE_CRISIS_SIDE_LEADER;Лидер одной из сторон кризиса.;;Muss ein Anfьhrer einer Seite in dem Konflikt sein;;;;;;;;;;;x;
CRISIS_ALREADY_TAKEN_SIDE;Уже приняли сторону.;;Bereits auf eine Seite geschlagen;;;;;;;;;;;x;
CRISIS_OFFERTITLE;Сделать предложение.;;Macht ein Angebot;;;;;;;;;;;x;
CRISIS_OFFER_OFFER;Держава $ACTOR$ предложила §Y$WARGOAL$§! с их стороны в кризисе.;;$ACTOR$ bietet §Y$WARGOAL$§!, um sich ihrer Seite in dem momentanen Konflikt anzuschlieЯen.;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_SETUP;Если мы примем сторону в кризисе;;Wenn wir zustimmen, uns in einem Konflikt einer Seite anzuschlieЯen;;;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_HEADER;Доклад министра иностранных дел;Le ministre des Affaires йtrangиres indique :;Der AuЯenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_ACCEPT_2;Мы присоединились к державе $ACTOR$ в этом кризисе со следующими требованиями:;;Wir haben uns $ACTOR$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_WE_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_BTN1;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN2;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_ACCEPT_BTN3;Перейти;Voir;Geht zu;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
CRISIS_OFFER_WE_ACCEPT_LOG;Мы присоединились к нынешнему кризису.;;Wir sind dem aktuellen Konflikt beigetreten;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_SETUP;Если кто-то примет нашу сторону в кризисе.;;Wenn jemand zustimmt, unsere Seite in einem Konflikt zu unterstьtzen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_HEADER;Доклад министра иностранных дел;Le ministre des Affaires йtrangиres indique :;Der AuЯenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_2;Мы присоединились к державе $RECIPIENT$ в этом кризисе со следующими требованиями:;;Wir haben uns $RECIPIENT$ im aktuellen Konflikt mit folgendem Angebot angeschlossen:;;;;;;;x;;;;;
CRISIS_OFFER_THEY_ACCEPT_3;$WARGOAL$;§Y$WARGOAL$§W;$WARGOAL$;;$WARGOAL$;;;;;;;;;x ;
CRISIS_OFFER_THEY_ACCEPT_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_BTN1;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN2;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_THEY_ACCEPT_BTN3;Перейти;Voir;Geht zu;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
CRISIS_OFFER_THEY_ACCEPT_LOG;Держава $RECIPIENT$ поддерживает нас в этом кризисе.;;$RECIPIENT$ unterstьtzt uns im aktuellen Konflikt.;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_SETUP;Если кто-нибудь присоединится к кризису.;;Wenn jemand die im Konflikt befindliche Seite unterstьtzt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_HEADER;Доклад министра иностранных дел;Le ministre des Affaires йtrangиres indique :;Der AuЯenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_OTHER_ACCEPT_2;Быть беде;;Ungemach droht;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_3;Кажется, что держава $RECIPIENT$;;Es scheint, dass $RECIPIENT$;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_4;решила присоединиться к кризису;;sich dazu entschlossen hat, dem aktuellen Konflikt;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_5;на стороне державы $ACTOR$;;auf der Seite von $ACTOR$ anzuschlieЯen;;;;;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_BTN1;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN2;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_OTHER_ACCEPT_BTN3;Перейти;Voir;Geht zu;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
CRISIS_OFFER_OTHER_ACCEPT_LOG;Держава $RECIPIENT$ присоединилась к нынешнему кризису;;$RECIPIENT$ schlieЯt sich dem aktuellen Konflikt an.;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_SETUP;Если мы откажемся принять сторону в кризисе;;Wenn wir es ablehnen, uns in diesem Konflikt einer Seite anzuschlieЯen;;;;;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_HEADER;Доклад министра иностранных дел;Le ministre des Affaires йtrangиres indique :;Der AuЯenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_1;$MONARCHTITLE$;$MONARCHTITLE$;$MONARCHTITLE$;;$MONARCHTITLE$;;;;;;;;;x ;
CRISIS_OFFER_WE_DECLINE_2;Мы отказались присоединиться к державе $ACTOR$ в текущем кризисе;;Wir haben es abgelehnt, $ACTOR$ im aktuellen Konflikt zu unterstьtzen;;;;;;;x;;;;;
CRISIS_OFFER_WE_DECLINE_3;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_4;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_5;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_6;*;*;*;*;*;*;*;;;;;;;x;
CRISIS_OFFER_WE_DECLINE_BTN1;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN2;Ладно;D'accord;OK;OK;OK;Aceptar;OK;Rendben;OK;;;;;;x
CRISIS_OFFER_WE_DECLINE_BTN3;Перейти;Voir;Geht zu;Idџ do;Ir allн;Andare;Ugrбs;Pшejнt na;;;;;;x;
CRISIS_OFFER_WE_DECLINE_LOG;Мы отказались принимать участие в нынешнем кризисе;;Wir haben es abgelehnt, uns dem aktuellen Konflikt anzuschlieЯen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_SETUP;Если кто-то откажется принять нашу сторону в кризисе;;Wenn es jemand ablehnt, unsere Seite in einem Konflikt zu unterstьtzen;;;;;;;;;;;x;
CRISIS_OFFER_THEY_DECLINE_HEADER;Доклад министра иностранных дел;Le ministre des Affaires йtrangиres indique :;Der AuЯenminister berichtet;;El ministro de Exteriores informa;;;;;;;;;x ;
